region,year,variable,unit,value
Australia_NZ,1975,gross-output,million 1990$,264524.0
Australia_NZ,1975,savings,million 1990$,46053.5
Australia_NZ,1975,investment,million 1990$,33710.2
Australia_NZ,1975,capital-stock,million 1990$,676226.0
Australia_NZ,1975,depreciation,million 1990$,21828.6
Australia_NZ,1975,energy-service-value,million 1990$,56314.2
Australia_NZ,1975,energy-net-export,million 1990$,-2.129
Australia_NZ,1975,materials-net-export,million 1990$,12345.5
Australia_NZ,1975,capital-net-export,million 1990$,-12343.4
Australia_NZ,1975,labor-wages,million 1990$,185106.0
Australia_NZ,1975,gdp-per-capita,thous 1990$ percap,15.5766
Australia_NZ,1975,gdp-per-capita-ppp,thous 1990$ percap,13.3325
Australia_NZ,1975,labor-force,thous pers,7334.81
Australia_NZ,1975,population,thous pers,16982.0
Australia_NZ,1975,savings-rate,rate annual,0.174101
Australia_NZ,1975,fac-share-labor,share,0.699772
Australia_NZ,1975,fac-share-capital,share,0.0873397
Australia_NZ,1975,fac-share-energy,share,0.212889
Australia_NZ,1975,energy-service,million 1990$,2.129
Australia_NZ,1975,total-factor-productivity,million 1990$,0.0
Australia_NZ,1990,GDP,million 1990$,395498.0
Australia_NZ,1990,energy-investment,million 1990$,5467.15
Australia_NZ,1990,consumer-durable,million 1990$,23553.3
Australia_NZ,1990,value-added,million 1990$,314465.0
Australia_NZ,1990,gross-output,million 1990$,391454.0
Australia_NZ,1990,savings,million 1990$,46053.7
Australia_NZ,1990,investment,million 1990$,9227.57
Australia_NZ,1990,capital-stock,million 1990$,1133170.0
Australia_NZ,1990,depreciation,million 1990$,21828.6
Australia_NZ,1990,energy-service-value,million 1990$,76989.3
Australia_NZ,1990,energy-net-export,million 1990$,4044.05
Australia_NZ,1990,materials-net-export,million 1990$,32782.1
Australia_NZ,1990,capital-net-export,million 1990$,-36826.1
Australia_NZ,1990,labor-wages,million 1990$,244559.0
Australia_NZ,1990,gdp-per-capita,thous 1990$ percap,19.3445
Australia_NZ,1990,gdp-per-capita-ppp,thous 1990$ percap,16.5575
Australia_NZ,1990,labor-force,thous pers,9406.5
Australia_NZ,1990,population,thous pers,20445.0
Australia_NZ,1990,savings-rate,rate annual,0.248224
Australia_NZ,1990,fac-share-labor,share,0.624746
Australia_NZ,1990,fac-share-capital,share,0.178578
Australia_NZ,1990,fac-share-energy,share,0.196675
Australia_NZ,1990,energy-service,million 1990$,228315.0
Australia_NZ,1990,total-factor-productivity,million 1990$,0.0
Australia_NZ,2005,GDP,million 1990$,663062.0
Australia_NZ,2005,energy-investment,million 1990$,13640.1
Australia_NZ,2005,consumer-durable,million 1990$,31087.3
Australia_NZ,2005,value-added,million 1990$,507551.0
Australia_NZ,2005,gross-output,million 1990$,656923.0
Australia_NZ,2005,savings,million 1990$,121725.0
Australia_NZ,2005,investment,million 1990$,86630.5
Australia_NZ,2005,capital-stock,million 1990$,1813160.0
Australia_NZ,2005,depreciation,million 1990$,36334.0
Australia_NZ,2005,energy-service-value,million 1990$,149371.0
Australia_NZ,2005,energy-net-export,million 1990$,6139.49
Australia_NZ,2005,materials-net-export,million 1990$,28955.4
Australia_NZ,2005,capital-net-export,million 1990$,-35094.9
Australia_NZ,2005,labor-wages,million 1990$,388544.0
Australia_NZ,2005,gdp-per-capita,thous 1990$ percap,27.2809
Australia_NZ,2005,gdp-per-capita-ppp,thous 1990$ percap,23.3505
Australia_NZ,2005,labor-force,thous pers,12006.3
Australia_NZ,2005,population,thous pers,24305.0
Australia_NZ,2005,savings-rate,rate annual,0.275189
Australia_NZ,2005,fac-share-labor,share,0.591461
Australia_NZ,2005,fac-share-capital,share,0.181158
Australia_NZ,2005,fac-share-energy,share,0.22738
Australia_NZ,2005,energy-service,million 1990$,327281.0
Australia_NZ,2005,total-factor-productivity,million 1990$,0.0
Australia_NZ,2010,GDP,million 1990$,754314.0
Australia_NZ,2010,energy-investment,million 1990$,17887.0
Australia_NZ,2010,consumer-durable,million 1990$,39995.4
Australia_NZ,2010,value-added,million 1990$,565885.0
Australia_NZ,2010,gross-output,million 1990$,740476.0
Australia_NZ,2010,savings,million 1990$,213555.0
Australia_NZ,2010,investment,million 1990$,207620.0
Australia_NZ,2010,capital-stock,million 1990$,2150710.0
Australia_NZ,2010,depreciation,million 1990$,62517.7
Australia_NZ,2010,energy-service-value,million 1990$,174591.0
Australia_NZ,2010,energy-net-export,million 1990$,13837.9
Australia_NZ,2010,materials-net-export,million 1990$,-7903.13
Australia_NZ,2010,capital-net-export,million 1990$,-5934.79
Australia_NZ,2010,labor-wages,million 1990$,433585.0
Australia_NZ,2010,gdp-per-capita,thous 1990$ percap,28.6093
Australia_NZ,2010,gdp-per-capita-ppp,thous 1990$ percap,24.4876
Australia_NZ,2010,labor-force,thous pers,13228.5
Australia_NZ,2010,population,thous pers,26366.0
Australia_NZ,2010,savings-rate,rate annual,0.240975
Australia_NZ,2010,fac-share-labor,share,0.585549
Australia_NZ,2010,fac-share-capital,share,0.178669
Australia_NZ,2010,fac-share-energy,share,0.235782
Australia_NZ,2010,energy-service,million 1990$,374827.0
Australia_NZ,2010,total-factor-productivity,million 1990$,0.0
Australia_NZ,2015,GDP,million 1990$,868016.0
Australia_NZ,2015,energy-investment,million 1990$,19960.0
Australia_NZ,2015,consumer-durable,million 1990$,42574.9
Australia_NZ,2015,value-added,million 1990$,643242.0
Australia_NZ,2015,gross-output,million 1990$,856770.0
Australia_NZ,2015,savings,million 1990$,221766.0
Australia_NZ,2015,investment,million 1990$,172768.0
Australia_NZ,2015,capital-stock,million 1990$,2501970.0
Australia_NZ,2015,depreciation,million 1990$,80341.8
Australia_NZ,2015,energy-service-value,million 1990$,213528.0
Australia_NZ,2015,energy-net-export,million 1990$,11246.3
Australia_NZ,2015,materials-net-export,million 1990$,37752.0
Australia_NZ,2015,capital-net-export,million 1990$,-48998.3
Australia_NZ,2015,labor-wages,million 1990$,518601.0
Australia_NZ,2015,gdp-per-capita,thous 1990$ percap,30.5521
Australia_NZ,2015,gdp-per-capita-ppp,thous 1990$ percap,26.1505
Australia_NZ,2015,labor-force,thous pers,14219.8
Australia_NZ,2015,population,thous pers,28411.0
Australia_NZ,2015,savings-rate,rate annual,0.273973
Australia_NZ,2015,fac-share-labor,share,0.605299
Australia_NZ,2015,fac-share-capital,share,0.145477
Australia_NZ,2015,fac-share-energy,share,0.249224
Australia_NZ,2015,energy-service,million 1990$,400827.0
Australia_NZ,2015,total-factor-productivity,million 1990$,0.0
Australia_NZ,2021,GDP,million 1990$,985357.0
Australia_NZ,2021,energy-investment,million 1990$,22585.1
Australia_NZ,2021,consumer-durable,million 1990$,38762.6
Australia_NZ,2021,value-added,million 1990$,737413.0
Australia_NZ,2021,gross-output,million 1990$,960490.0
Australia_NZ,2021,savings,million 1990$,280388.0
Australia_NZ,2021,investment,million 1990$,232677.0
Australia_NZ,2021,capital-stock,million 1990$,2838930.0
Australia_NZ,2021,depreciation,million 1990$,95389.9
Australia_NZ,2021,energy-service-value,million 1990$,223076.0
Australia_NZ,2021,energy-net-export,million 1990$,24867.2
Australia_NZ,2021,materials-net-export,million 1990$,22843.6
Australia_NZ,2021,capital-net-export,million 1990$,-47710.8
Australia_NZ,2021,labor-wages,million 1990$,572768.0
Australia_NZ,2021,gdp-per-capita,thous 1990$ percap,31.7335
Australia_NZ,2021,gdp-per-capita-ppp,thous 1990$ percap,27.1617
Australia_NZ,2021,labor-force,thous pers,15749.3
Australia_NZ,2021,population,thous pers,31051.0
Australia_NZ,2021,savings-rate,rate annual,0.265698
Australia_NZ,2021,fac-share-labor,share,0.596329
Australia_NZ,2021,fac-share-capital,share,0.171419
Australia_NZ,2021,fac-share-energy,share,0.232253
Australia_NZ,2021,energy-service,million 1990$,393980.0
Australia_NZ,2021,total-factor-productivity,million 1990$,0.0
Australia_NZ,2025,GDP,million 1990$,1099070.0
Australia_NZ,2025,energy-investment,million 1990$,39198.4
Australia_NZ,2025,consumer-durable,million 1990$,27395.2
Australia_NZ,2025,value-added,million 1990$,822324.0
Australia_NZ,2025,gross-output,million 1990$,1069840.0
Australia_NZ,2025,savings,million 1990$,300570.0
Australia_NZ,2025,investment,million 1990$,266491.0
Australia_NZ,2025,capital-stock,million 1990$,3207090.0
Australia_NZ,2025,depreciation,million 1990$,107698.0
Australia_NZ,2025,energy-service-value,million 1990$,247519.0
Australia_NZ,2025,energy-net-export,million 1990$,29223.2
Australia_NZ,2025,materials-net-export,million 1990$,4855.94
Australia_NZ,2025,capital-net-export,million 1990$,-34079.1
Australia_NZ,2025,labor-wages,million 1990$,643105.0
Australia_NZ,2025,gdp-per-capita,thous 1990$ percap,34.3469
Australia_NZ,2025,gdp-per-capita-ppp,thous 1990$ percap,29.3985
Australia_NZ,2025,labor-force,thous pers,16044.3
Australia_NZ,2025,population,thous pers,31999.0
Australia_NZ,2025,savings-rate,rate annual,0.260072
Australia_NZ,2025,fac-share-labor,share,0.601121
Australia_NZ,2025,fac-share-capital,share,0.167519
Australia_NZ,2025,fac-share-energy,share,0.23136
Australia_NZ,2025,energy-service,million 1990$,406522.0
Australia_NZ,2025,total-factor-productivity,million 1990$,1.07121
Australia_NZ,2030,GDP,million 1990$,1250670.0
Australia_NZ,2030,energy-investment,million 1990$,59079.8
Australia_NZ,2030,consumer-durable,million 1990$,43621.2
Australia_NZ,2030,value-added,million 1990$,935618.0
Australia_NZ,2030,gross-output,million 1990$,1219600.0
Australia_NZ,2030,savings,million 1990$,329072.0
Australia_NZ,2030,investment,million 1990$,312033.0
Australia_NZ,2030,capital-stock,million 1990$,3780750.0
Australia_NZ,2030,depreciation,million 1990$,121664.0
Australia_NZ,2030,energy-service-value,million 1990$,283987.0
Australia_NZ,2030,energy-net-export,million 1990$,31068.1
Australia_NZ,2030,materials-net-export,million 1990$,-14028.6
Australia_NZ,2030,capital-net-export,million 1990$,-17039.6
Australia_NZ,2030,labor-wages,million 1990$,738565.0
Australia_NZ,2030,gdp-per-capita,thous 1990$ percap,37.7448
Australia_NZ,2030,gdp-per-capita-ppp,thous 1990$ percap,32.3069
Australia_NZ,2030,labor-force,thous pers,16359.2
Australia_NZ,2030,population,thous pers,33135.0
Australia_NZ,2030,savings-rate,rate annual,0.257444
Australia_NZ,2030,fac-share-labor,share,0.605577
Australia_NZ,2030,fac-share-capital,share,0.161572
Australia_NZ,2030,fac-share-energy,share,0.232851
Australia_NZ,2030,energy-service,million 1990$,434807.0
Australia_NZ,2030,total-factor-productivity,million 1990$,1.15649
Australia_NZ,2035,GDP,million 1990$,1412050.0
Australia_NZ,2035,energy-investment,million 1990$,91936.7
Australia_NZ,2035,consumer-durable,million 1990$,59223.4
Australia_NZ,2035,value-added,million 1990$,1056500.0
Australia_NZ,2035,gross-output,million 1990$,1380240.0
Australia_NZ,2035,savings,million 1990$,371179.0
Australia_NZ,2035,investment,million 1990$,371179.0
Australia_NZ,2035,capital-stock,million 1990$,4360330.0
Australia_NZ,2035,depreciation,million 1990$,143427.0
Australia_NZ,2035,energy-service-value,million 1990$,323743.0
Australia_NZ,2035,energy-net-export,million 1990$,31807.9
Australia_NZ,2035,materials-net-export,million 1990$,-31807.9
Australia_NZ,2035,capital-net-export,million 1990$,0.0
Australia_NZ,2035,labor-wages,million 1990$,840466.0
Australia_NZ,2035,gdp-per-capita,thous 1990$ percap,41.3012
Australia_NZ,2035,gdp-per-capita-ppp,thous 1990$ percap,35.3509
Australia_NZ,2035,labor-force,thous pers,16660.7
Australia_NZ,2035,population,thous pers,34189.0
Australia_NZ,2035,savings-rate,rate annual,0.254421
Australia_NZ,2035,fac-share-labor,share,0.608928
Australia_NZ,2035,fac-share-capital,share,0.156516
Australia_NZ,2035,fac-share-energy,share,0.234556
Australia_NZ,2035,energy-service,million 1990$,463131.0
Australia_NZ,2035,total-factor-productivity,million 1990$,1.24682
Australia_NZ,2040,GDP,million 1990$,1583640.0
Australia_NZ,2040,energy-investment,million 1990$,149778.0
Australia_NZ,2040,consumer-durable,million 1990$,60574.0
Australia_NZ,2040,value-added,million 1990$,1183340.0
Australia_NZ,2040,gross-output,million 1990$,1551530.0
Australia_NZ,2040,savings,million 1990$,414802.0
Australia_NZ,2040,investment,million 1990$,414802.0
Australia_NZ,2040,capital-stock,million 1990$,4815600.0
Australia_NZ,2040,depreciation,million 1990$,165414.0
Australia_NZ,2040,energy-service-value,million 1990$,368193.0
Australia_NZ,2040,energy-net-export,million 1990$,32105.7
Australia_NZ,2040,materials-net-export,million 1990$,-32105.7
Australia_NZ,2040,capital-net-export,million 1990$,0.0
Australia_NZ,2040,labor-wages,million 1990$,946665.0
Australia_NZ,2040,gdp-per-capita,thous 1990$ percap,45.014
Australia_NZ,2040,gdp-per-capita-ppp,thous 1990$ percap,38.5289
Australia_NZ,2040,labor-force,thous pers,16776.4
Australia_NZ,2040,population,thous pers,35181.0
Australia_NZ,2040,savings-rate,rate annual,0.251098
Australia_NZ,2040,fac-share-labor,share,0.610148
Australia_NZ,2040,fac-share-capital,share,0.152542
Australia_NZ,2040,fac-share-energy,share,0.237309
Australia_NZ,2040,energy-service,million 1990$,489882.0
Australia_NZ,2040,total-factor-productivity,million 1990$,1.35631
Australia_NZ,2045,GDP,million 1990$,1768320.0
Australia_NZ,2045,energy-investment,million 1990$,157555.0
Australia_NZ,2045,consumer-durable,million 1990$,66975.3
Australia_NZ,2045,value-added,million 1990$,1319680.0
Australia_NZ,2045,gross-output,million 1990$,1737220.0
Australia_NZ,2045,savings,million 1990$,459947.0
Australia_NZ,2045,investment,million 1990$,459947.0
Australia_NZ,2045,capital-stock,million 1990$,5125710.0
Australia_NZ,2045,depreciation,million 1990$,182684.0
Australia_NZ,2045,energy-service-value,million 1990$,417544.0
Australia_NZ,2045,energy-net-export,million 1990$,31093.3
Australia_NZ,2045,materials-net-export,million 1990$,-31093.3
Australia_NZ,2045,capital-net-export,million 1990$,0.0
Australia_NZ,2045,labor-wages,million 1990$,1058910.0
Australia_NZ,2045,gdp-per-capita,thous 1990$ percap,48.9107
Australia_NZ,2045,gdp-per-capita-ppp,thous 1990$ percap,41.8641
Australia_NZ,2045,labor-force,thous pers,16980.2
Australia_NZ,2045,population,thous pers,36154.0
Australia_NZ,2045,savings-rate,rate annual,0.247653
Australia_NZ,2045,fac-share-labor,share,0.609542
Australia_NZ,2045,fac-share-capital,share,0.150107
Australia_NZ,2045,fac-share-energy,share,0.240351
Australia_NZ,2045,energy-service,million 1990$,517862.0
Australia_NZ,2045,total-factor-productivity,million 1990$,1.47365
Australia_NZ,2050,GDP,million 1990$,1959860.0
Australia_NZ,2050,energy-investment,million 1990$,138271.0
Australia_NZ,2050,consumer-durable,million 1990$,62639.6
Australia_NZ,2050,value-added,million 1990$,1458890.0
Australia_NZ,2050,gross-output,million 1990$,1928890.0
Australia_NZ,2050,savings,million 1990$,507492.0
Australia_NZ,2050,investment,million 1990$,507492.0
Australia_NZ,2050,capital-stock,million 1990$,5535950.0
Australia_NZ,2050,depreciation,million 1990$,194449.0
Australia_NZ,2050,energy-service-value,million 1990$,470003.0
Australia_NZ,2050,energy-net-export,million 1990$,30970.9
Australia_NZ,2050,materials-net-export,million 1990$,-30970.9
Australia_NZ,2050,capital-net-export,million 1990$,0.0
Australia_NZ,2050,labor-wages,million 1990$,1175820.0
Australia_NZ,2050,gdp-per-capita,thous 1990$ percap,52.7767
Australia_NZ,2050,gdp-per-capita-ppp,thous 1990$ percap,45.1732
Australia_NZ,2050,labor-force,thous pers,17005.6
Australia_NZ,2050,population,thous pers,37135.0
Australia_NZ,2050,savings-rate,rate annual,0.243493
Australia_NZ,2050,fac-share-labor,share,0.609581
Australia_NZ,2050,fac-share-capital,share,0.146755
Australia_NZ,2050,fac-share-energy,share,0.243665
Australia_NZ,2050,energy-service,million 1990$,545725.0
Australia_NZ,2050,total-factor-productivity,million 1990$,1.5958
Australia_NZ,2055,GDP,million 1990$,2154320.0
Australia_NZ,2055,energy-investment,million 1990$,125438.0
Australia_NZ,2055,consumer-durable,million 1990$,69316.7
