region,sector,subsector,technology,year,generation_ej
Brazil,electricity,wind,wind_storage,2085,0.0180678
Brazil,electricity,wind,wind_storage,2090,0.0180678
Brazil,electricity,wind,wind_storage,2095,0.0180678
Brazil,electricity,wind,wind_storage,2100,0.0180678
Brazil,electricity,wind,wind_storage,2090,0.0159617
Brazil,electricity,wind,wind_storage,2095,0.0159617
Brazil,electricity,wind,wind_storage,2100,0.0159617
Brazil,electricity,wind,wind_storage,2095,0.0161085
Brazil,electricity,wind,wind_storage,2100,0.0161085
Brazil,electricity,wind,wind_storage,2100,0.0147832
Brazil,electricity,wind,wind,2005,0.000334886
Brazil,electricity,wind,wind,2010,0.00783836
Brazil,electricity,wind,wind,2015,0.0778434
Brazil,electricity,wind,wind,2021,0.260159
Brazil,electricity,wind,wind,2025,0.260159
Brazil,electricity,wind,wind,2030,0.260159
Brazil,electricity,wind,wind,2035,0.260159
Brazil,electricity,wind,wind,2040,0.260159
Brazil,electricity,wind,wind,2045,0.260159
Brazil,electricity,wind,wind,2025,0.0742127
Brazil,electricity,wind,wind,2030,0.0742127
Brazil,electricity,wind,wind,2035,0.0742127
Brazil,electricity,wind,wind,2040,0.0742127
Brazil,electricity,wind,wind,2045,0.0742127
Brazil,electricity,wind,wind,2050,0.0742127
Brazil,electricity,wind,wind,2030,0.0907285
Brazil,electricity,wind,wind,2035,0.0907285
Brazil,electricity,wind,wind,2040,0.0907285
Brazil,electricity,wind,wind,2045,0.0907285
Brazil,electricity,wind,wind,2050,0.0907285
Brazil,electricity,wind,wind,2055,0.0907285
Brazil,electricity,wind,wind,2035,0.120176
Brazil,electricity,wind,wind,2040,0.120176
Brazil,electricity,wind,wind,2045,0.120176
Brazil,electricity,wind,wind,2050,0.120176
Brazil,electricity,wind,wind,2055,0.120176
Brazil,electricity,wind,wind,2060,0.120176
Brazil,electricity,wind,wind,2040,0.15698
Brazil,electricity,wind,wind,2045,0.15698
Brazil,electricity,wind,wind,2050,0.15698
Brazil,electricity,wind,wind,2055,0.15698
Brazil,electricity,wind,wind,2060,0.15698
Brazil,electricity,wind,wind,2065,0.15698
Brazil,electricity,wind,wind,2045,0.16458
Brazil,electricity,wind,wind,2050,0.16458
Brazil,electricity,wind,wind,2055,0.16458
Brazil,electricity,wind,wind,2060,0.16458
Brazil,electricity,wind,wind,2065,0.16458
Brazil,electricity,wind,wind,2070,0.16458
Brazil,electricity,wind,wind,2050,0.284512
Brazil,electricity,wind,wind,2055,0.284512
Brazil,electricity,wind,wind,2060,0.284512
Brazil,electricity,wind,wind,2065,0.284512
Brazil,electricity,wind,wind,2070,0.284512
Brazil,electricity,wind,wind,2075,0.284512
Brazil,electricity,wind,wind,2055,0.20037
Brazil,electricity,wind,wind,2060,0.20037
Brazil,electricity,wind,wind,2065,0.20037
Brazil,electricity,wind,wind,2070,0.20037
Brazil,electricity,wind,wind,2075,0.20037
Brazil,electricity,wind,wind,2080,0.20037
Brazil,electricity,wind,wind,2060,0.190236
Brazil,electricity,wind,wind,2065,0.190236
Brazil,electricity,wind,wind,2070,0.190236
Brazil,electricity,wind,wind,2075,0.190236
Brazil,electricity,wind,wind,2080,0.190236
Brazil,electricity,wind,wind,2085,0.190236
Brazil,electricity,wind,wind,2065,0.194106
Brazil,electricity,wind,wind,2070,0.194106
Brazil,electricity,wind,wind,2075,0.194106
Brazil,electricity,wind,wind,2080,0.194106
Brazil,electricity,wind,wind,2085,0.194106
Brazil,electricity,wind,wind,2090,0.194106
Brazil,electricity,wind,wind,2070,0.204631
Brazil,electricity,wind,wind,2075,0.204631
Brazil,electricity,wind,wind,2080,0.204631
Brazil,electricity,wind,wind,2085,0.204631
Brazil,electricity,wind,wind,2090,0.204631
Brazil,electricity,wind,wind,2095,0.204631
Brazil,electricity,wind,wind,2075,0.195291
Brazil,electricity,wind,wind,2080,0.195291
Brazil,electricity,wind,wind,2085,0.195291
Brazil,electricity,wind,wind,2090,0.195291
Brazil,electricity,wind,wind,2095,0.195291
Brazil,electricity,wind,wind,2100,0.195291
Brazil,electricity,wind,wind,2080,0.241249
Brazil,electricity,wind,wind,2085,0.241249
Brazil,electricity,wind,wind,2090,0.241249
Brazil,electricity,wind,wind,2095,0.241249
Brazil,electricity,wind,wind,2100,0.241249
Brazil,electricity,wind,wind,2085,0.193422
Brazil,electricity,wind,wind,2090,0.193422
Brazil,electricity,wind,wind,2095,0.193422
Brazil,electricity,wind,wind,2100,0.193422
Brazil,electricity,wind,wind,2090,0.17566
Brazil,electricity,wind,wind,2095,0.17566
Brazil,electricity,wind,wind,2100,0.17566
Brazil,electricity,wind,wind,2095,0.183437
Brazil,electricity,wind,wind,2100,0.183437
Brazil,electricity,wind,wind,2100,0.174927
Brazil,electricity,wind,wind_offshore,2025,0.000733169
Brazil,electricity,wind,wind_offshore,2030,0.000733169
Brazil,electricity,wind,wind_offshore,2035,0.000733169
Brazil,electricity,wind,wind_offshore,2040,0.000733169
Brazil,electricity,wind,wind_offshore,2045,0.000733169
Brazil,electricity,wind,wind_offshore,2030,0.00243081
Brazil,electricity,wind,wind_offshore,2035,0.00243081
Brazil,electricity,wind,wind_offshore,2040,0.00243081
Brazil,electricity,wind,wind_offshore,2045,0.00243081
Brazil,electricity,wind,wind_offshore,2050,0.00243081
Brazil,electricity,wind,wind_offshore,2035,0.00602036
Brazil,electricity,wind,wind_offshore,2040,0.00602036
Brazil,electricity,wind,wind_offshore,2045,0.00602036
Brazil,electricity,wind,wind_offshore,2050,0.00602036
Brazil,electricity,wind,wind_offshore,2055,0.00602036
Brazil,electricity,wind,wind_offshore,2040,0.0124243
Brazil,electricity,wind,wind_offshore,2045,0.0124243
Brazil,electricity,wind,wind_offshore,2050,0.0124243
Brazil,electricity,wind,wind_offshore,2055,0.0124243
Brazil,electricity,wind,wind_offshore,2060,0.0124243
Brazil,electricity,wind,wind_offshore,2045,0.0178493
Brazil,electricity,wind,wind_offshore,2050,0.0178493
Brazil,electricity,wind,wind_offshore,2055,0.0178493
Brazil,electricity,wind,wind_offshore,2060,0.0178493
Brazil,electricity,wind,wind_offshore,2065,0.0178493
Brazil,electricity,wind,wind_offshore,2050,0.027293
Brazil,electricity,wind,wind_offshore,2055,0.027293
Brazil,electricity,wind,wind_offshore,2060,0.027293
Brazil,electricity,wind,wind_offshore,2065,0.027293
Brazil,electricity,wind,wind_offshore,2070,0.027293
Brazil,electricity,wind,wind_offshore,2055,0.0202788
Brazil,electricity,wind,wind_offshore,2060,0.0202788
Brazil,electricity,wind,wind_offshore,2065,0.0202788
Brazil,electricity,wind,wind_offshore,2070,0.0202788
Brazil,electricity,wind,wind_offshore,2075,0.0202788
Brazil,electricity,wind,wind_offshore,2060,0.0197456
Brazil,electricity,wind,wind_offshore,2065,0.0197456
Brazil,electricity,wind,wind_offshore,2070,0.0197456
Brazil,electricity,wind,wind_offshore,2075,0.0197456
Brazil,electricity,wind,wind_offshore,2080,0.0197456
Brazil,electricity,wind,wind_offshore,2065,0.0203782
Brazil,electricity,wind,wind_offshore,2070,0.0203782
Brazil,electricity,wind,wind_offshore,2075,0.0203782
Brazil,electricity,wind,wind_offshore,2080,0.0203782
Brazil,electricity,wind,wind_offshore,2085,0.0203782
Brazil,electricity,wind,wind_offshore,2070,0.0213093
Brazil,electricity,wind,wind_offshore,2075,0.0213093
Brazil,electricity,wind,wind_offshore,2080,0.0213093
Brazil,electricity,wind,wind_offshore,2085,0.0213093
Brazil,electricity,wind,wind_offshore,2090,0.0213093
Brazil,electricity,wind,wind_offshore,2075,0.0206976
Brazil,electricity,wind,wind_offshore,2080,0.0206976
Brazil,electricity,wind,wind_offshore,2085,0.0206976
Brazil,electricity,wind,wind_offshore,2090,0.0206976
Brazil,electricity,wind,wind_offshore,2095,0.0206976
Brazil,electricity,wind,wind_offshore,2080,0.022778
Brazil,electricity,wind,wind_offshore,2085,0.022778
Brazil,electricity,wind,wind_offshore,2090,0.022778
Brazil,electricity,wind,wind_offshore,2095,0.022778
Brazil,electricity,wind,wind_offshore,2100,0.022778
Brazil,electricity,wind,wind_offshore,2085,0.0176145
Brazil,electricity,wind,wind_offshore,2090,0.0176145
Brazil,electricity,wind,wind_offshore,2095,0.0176145
Brazil,electricity,wind,wind_offshore,2100,0.0176145
Brazil,electricity,wind,wind_offshore,2090,0.0157536
Brazil,electricity,wind,wind_offshore,2095,0.0157536
Brazil,electricity,wind,wind_offshore,2100,0.0157536
Brazil,electricity,wind,wind_offshore,2095,0.0160672
Brazil,electricity,wind,wind_offshore,2100,0.0160672
Brazil,electricity,wind,wind_offshore,2100,0.0148762
Brazil,electricity,solar,PV,2015,0.000212372
Brazil,electricity,solar,PV,2021,0.0602909
Brazil,electricity,solar,PV,2025,0.0602909
Brazil,electricity,solar,PV,2030,0.0602909
Brazil,electricity,solar,PV,2035,0.0602909
Brazil,electricity,solar,PV,2040,0.0602909
Brazil,electricity,solar,PV,2045,0.0602909
Brazil,electricity,solar,PV,2025,0.0588399
Brazil,electricity,solar,PV,2030,0.0588399
Brazil,electricity,solar,PV,2035,0.0588399
Brazil,electricity,solar,PV,2040,0.0588399
Brazil,electricity,solar,PV,2045,0.0588399
Brazil,electricity,solar,PV,2050,0.0588399
Brazil,electricity,solar,PV,2030,0.139042
Brazil,electricity,solar,PV,2035,0.139042
Brazil,electricity,solar,PV,2040,0.139042
Brazil,electricity,solar,PV,2045,0.139042
Brazil,electricity,solar,PV,2050,0.139042
Brazil,electricity,solar,PV,2055,0.139042
Brazil,electricity,solar,PV,2035,0.183988
Brazil,electricity,solar,PV,2040,0.183988
Brazil,electricity,solar,PV,2045,0.183988
Brazil,electricity,solar,PV,2050,0.183988
Brazil,electricity,solar,PV,2055,0.183988
Brazil,electricity,solar,PV,2060,0.183988
Brazil,electricity,solar,PV,2040,0.230908
Brazil,electricity,solar,PV,2045,0.230908
Brazil,electricity,solar,PV,2050,0.230908
Brazil,electricity,solar,PV,2055,0.230908
Brazil,electricity,solar,PV,2060,0.230908
Brazil,electricity,solar,PV,2065,0.230908
Brazil,electricity,solar,PV,2045,0.235686
Brazil,electricity,solar,PV,2050,0.235686
Brazil,electricity,solar,PV,2055,0.235686
Brazil,electricity,solar,PV,2060,0.235686
Brazil,electricity,solar,PV,2065,0.235686
Brazil,electricity,solar,PV,2070,0.235686
Brazil,electricity,solar,PV,2050,0.30677
Brazil,electricity,solar,PV,2055,0.30677
Brazil,electricity,solar,PV,2060,0.30677
Brazil,electricity,solar,PV,2065,0.30677
Brazil,electricity,solar,PV,2070,0.30677
Brazil,electricity,solar,PV,2075,0.30677
Brazil,electricity,solar,PV,2055,0.21262
Brazil,electricity,solar,PV,2060,0.21262
Brazil,electricity,solar,PV,2065,0.21262
Brazil,electricity,solar,PV,2070,0.21262
Brazil,electricity,solar,PV,2075,0.21262
Brazil,electricity,solar,PV,2080,0.21262
Brazil,electricity,solar,PV,2060,0.203036
Brazil,electricity,solar,PV,2065,0.203036
Brazil,electricity,solar,PV,2070,0.203036
Brazil,electricity,solar,PV,2075,0.203036
Brazil,electricity,solar,PV,2080,0.203036
Brazil,electricity,solar,PV,2085,0.203036
Brazil,electricity,solar,PV,2065,0.209188
Brazil,electricity,solar,PV,2070,0.209188
Brazil,electricity,solar,PV,2075,0.209188
Brazil,electricity,solar,PV,2080,0.209188
Brazil,electricity,solar,PV,2085,0.209188
Brazil,electricity,solar,PV,2090,0.209188
Brazil,electricity,solar,PV,2070,0.224571
Brazil,electricity,solar,PV,2075,0.224571
Brazil,electricity,solar,PV,2080,0.224571
Brazil,electricity,solar,PV,2085,0.224571
Brazil,electricity,solar,PV,2090,0.224571
Brazil,electricity,solar,PV,2095,0.224571
Brazil,electricity,solar,PV,2075,0.220955
Brazil,electricity,solar,PV,2080,0.220955
Brazil,electricity,solar,PV,2085,0.220955
Brazil,electricity,solar,PV,2090,0.220955
Brazil,electricity,solar,PV,2095,0.220955
Brazil,electricity,solar,PV,2100,0.220955
Brazil,electricity,solar,PV,2080,0.259497
Brazil,electricity,solar,PV,2085,0.259497
Brazil,electricity,solar,PV,2090,0.259497
Brazil,electricity,solar,PV,2095,0.259497
Brazil,electricity,solar,PV,2100,0.259497
Brazil,electricity,solar,PV,2085,0.203082
Brazil,electricity,solar,PV,2090,0.203082
Brazil,electricity,solar,PV,2095,0.203082
Brazil,electricity,solar,PV,2100,0.203082
Brazil,electricity,solar,PV,2090,0.181244
Brazil,electricity,solar,PV,2095,0.181244
Brazil,electricity,solar,PV,2100,0.181244
Brazil,electricity,solar,PV,2095,0.185522
Brazil,electricity,solar,PV,2100,0.185522
Brazil,electricity,solar,PV,2100,0.175118
Brazil,electricity,solar,PV_storage,2025,6.43165e-06
Brazil,electricity,solar,PV_storage,2030,6.43165e-06
Brazil,electricity,solar,PV_storage,2035,6.43165e-06
Brazil,electricity,solar,PV_storage,2040,6.43165e-06
Brazil,electricity,solar,PV_storage,2045,6.43165e-06
Brazil,electricity,solar,PV_storage,2050,6.43165e-06
Brazil,electricity,solar,PV_storage,2030,3.52953e-05
Brazil,electricity,solar,PV_storage,2035,3.52953e-05
Brazil,electricity,solar,PV_storage,2040,3.52953e-05
Brazil,electricity,solar,PV_storage,2045,3.52953e-05
Brazil,electricity,solar,PV_storage,2050,3.52953e-05
Brazil,electricity,solar,PV_storage,2055,3.52953e-05
Brazil,electricity,solar,PV_storage,2035,0.000128043
Brazil,electricity,solar,PV_storage,2040,0.000128043
Brazil,electricity,solar,PV_storage,2045,0.000128043
Brazil,electricity,solar,PV_storage,2050,0.000128043
Brazil,electricity,solar,PV_storage,2055,0.000128043
Brazil,electricity,solar,PV_storage,2060,0.000128043
Brazil,electricity,solar,PV_storage,2040,0.000430889
Brazil,electricity,solar,PV_storage,2045,0.000430889
Brazil,electricity,solar,PV_storage,2050,0.000430889
Brazil,electricity,solar,PV_storage,2055,0.000430889
Brazil,electricity,solar,PV_storage,2060,0.000430889
Brazil,electricity,solar,PV_storage,2065,0.000430889
Brazil,electricity,solar,PV_storage,2045,0.000946399
Brazil,electricity,solar,PV_storage,2050,0.000946399
Brazil,electricity,solar,PV_storage,2055,0.000946399
Brazil,electricity,solar,PV_storage,2060,0.000946399
Brazil,electricity,solar,PV_storage,2065,0.000946399
Brazil,electricity,solar,PV_storage,2070,0.000946399
Brazil,electricity,solar,PV_storage,2050,0.00224013
Brazil,electricity,solar,PV_storage,2055,0.00224013
Brazil,electricity,solar,PV_storage,2060,0.00224013
Brazil,electricity,solar,PV_storage,2065,0.00224013
Brazil,electricity,solar,PV_storage,2070,0.00224013
Brazil,electricity,solar,PV_storage,2075,0.00224013
Brazil,electricity,solar,PV_storage,2055,0.0022465
Brazil,electricity,solar,PV_storage,2060,0.0022465
Brazil,electricity,solar,PV_storage,2065,0.0022465
Brazil,electricity,solar,PV_storage,2070,0.0022465
Brazil,electricity,solar,PV_storage,2075,0.0022465
Brazil,electricity,solar,PV_storage,2080,0.0022465
Brazil,electricity,solar,PV_storage,2060,0.00261822
Brazil,electricity,solar,PV_storage,2065,0.00261822
Brazil,electricity,solar,PV_storage,2070,0.00261822
Brazil,electricity,solar,PV_storage,2075,0.00261822
Brazil,electricity,solar,PV_storage,2080,0.00261822
Brazil,electricity,solar,PV_storage,2085,0.00261822
Brazil,electricity,solar,PV_storage,2065,0.00298955
Brazil,electricity,solar,PV_storage,2070,0.00298955
Brazil,electricity,solar,PV_storage,2075,0.00298955
Brazil,electricity,solar,PV_storage,2080,0.00298955
Brazil,electricity,solar,PV_storage,2085,0.00298955
Brazil,electricity,solar,PV_storage,2090,0.00298955
Brazil,electricity,solar,PV_storage,2070,0.00327842
Brazil,electricity,solar,PV_storage,2075,0.00327842
Brazil,electricity,solar,PV_storage,2080,0.00327842
Brazil,electricity,solar,PV_storage,2085,0.00327842
Brazil,electricity,solar,PV_storage,2090,0.00327842
Brazil,electricity,solar,PV_storage,2095,0.00327842
Brazil,electricity,solar,PV_storage,2075,0.00310758
Brazil,electricity,solar,PV_storage,2080,0.00310758
Brazil,electricity,solar,PV_storage,2085,0.00310758
Brazil,electricity,solar,PV_storage,2090,0.00310758
Brazil,electricity,solar,PV_storage,2095,0.00310758
Brazil,electricity,solar,PV_storage,2100,0.00310758
Brazil,electricity,solar,PV_storage,2080,0.00352264
Brazil,electricity,solar,PV_storage,2085,0.00352264
Brazil,electricity,solar,PV_storage,2090,0.00352264
Brazil,electricity,solar,PV_storage,2095,0.00352264
Brazil,electricity,solar,PV_storage,2100,0.00352264
Brazil,electricity,solar,PV_storage,2085,0.00276332
Brazil,electricity,solar,PV_storage,2090,0.00276332
Brazil,electricity,solar,PV_storage,2095,0.00276332
Brazil,electricity,solar,PV_storage,2100,0.00276332
Brazil,electricity,solar,PV_storage,2090,0.00244113
Brazil,electricity,solar,PV_storage,2095,0.00244113
Brazil,electricity,solar,PV_storage,2100,0.00244113
Brazil,electricity,solar,PV_storage,2095,0.00245598
Brazil,electricity,solar,PV_storage,2100,0.00245598
Brazil,electricity,solar,PV_storage,2100,0.00222646
Brazil,electricity,solar,CSP_storage,2025,2.10277e-05
Brazil,electricity,solar,CSP_storage,2030,0.00016003
Brazil,electricity,solar,CSP_storage,2035,0.000608785
Brazil,electricity,solar,CSP_storage,2040,0.00190741
Brazil,electricity,solar,CSP_storage,2045,0.00443435
Brazil,electricity,solar,CSP_storage,2050,0.010012
Brazil,electricity,solar,CSP_storage,2055,0.0154565
Brazil,electricity,solar,CSP_storage,2060,0.0217213
Brazil,electricity,solar,CSP_storage,2065,0.0288269
Brazil,electricity,solar,CSP_storage,2070,0.0362467
Brazil,electricity,solar,CSP_storage,2075,0.0425007
Brazil,electricity,solar,CSP_storage,2080,0.0475686
Brazil,electricity,solar,CSP_storage,2085,0.0510011
Brazil,electricity,solar,CSP_storage,2090,0.0529516
Brazil,electricity,solar,CSP_storage,2095,0.0543779
Brazil,electricity,solar,CSP_storage,2100,0.0543193
Brazil,electricity,geothermal,geothermal,2025,0.00296025
Brazil,electricity,geothermal,geothermal,2030,0.0104235
Brazil,electricity,geothermal,geothermal,2035,0.0252901
Brazil,electricity,geothermal,geothermal,2040,0.0508312
Brazil,electricity,geothermal,geothermal,2045,0.0828066
Brazil,electricity,geothermal,geothermal,2050,0.128427
Brazil,electricity,geothermal,geothermal,2055,0.159757
Brazil,electricity,geothermal,geothermal,2060,0.186149
Brazil,electricity,geothermal,geothermal,2065,0.207041
Brazil,electricity,geothermal,geothermal,2070,0.220952
Brazil,electricity,geothermal,geothermal,2075,0.228892
Brazil,electricity,geothermal,geothermal,2080,0.232866
Brazil,electricity,geothermal,geothermal,2085,0.238586
Brazil,electricity,geothermal,geothermal,2090,0.24228
Brazil,electricity,geothermal,geothermal,2095,0.246512
Brazil,electricity,geothermal,geothermal,2100,0.246858
Brazil,electricity,refined liquids,refined liquids (steam/CT),1990,0.0101465
Brazil,electricity,refined liquids,refined liquids (steam/CT),2005,0.0331681
Brazil,electricity,refined liquids,refined liquids (steam/CT),2010,0.0467709
Brazil,electricity,refined liquids,refined liquids (steam/CT),2015,0.09736
Brazil,electricity,refined liquids,refined liquids (steam/CT),2021,0.0616729
Brazil,electricity,refined liquids,refined liquids (steam/CT),2025,0.0536342
Brazil,electricity,refined liquids,refined liquids (steam/CT),2030,0.0572239
Brazil,electricity,refined liquids,refined liquids (steam/CT),2035,0.0598099
Brazil,electricity,refined liquids,refined liquids (steam/CT),2040,0.0634829
Brazil,electricity,refined liquids,refined liquids (steam/CT),2045,0.0640366
Brazil,electricity,refined liquids,refined liquids (steam/CT),2050,0.0627568
Brazil,electricity,refined liquids,refined liquids (steam/CT),2055,0.0576615
Brazil,electricity,refined liquids,refined liquids (steam/CT),2060,0.0549855
